STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
0.0,2008,0.0,0,0,3,0,8,0,11,0,11
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,1,0,3,0,8,0,12,0,12
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,1,0,3,0,8,0,12,0,12
0.0,2008,0.0,0,0,0,0,4,3,4,3,7
0.0,2008,0.0,0,0,0,0,1,3,1,3,4
0.0,2008,0.0,0,0,0,0,3,0,3,0,3
0.0,2008,0.0,0,0,5,0,6,0,11,0,11
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,2,0,8,0,23,0,33,0,33
0.0,2008,0.0,0,0,0,0,3,0,3,0,3
0.0,2008,0.0,2,0,8,0,20,0,30,0,30
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,4,0,37,0,41,0,41
0.0,2008,0.0,3,0,24,0,101,3,128,3,131
0.0,2009,0.0,0,0,3,1,6,0,9,1,10
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,3,0,2,0,5,0,5
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,3,0,2,0,5,0,5
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,1,0,2,0,3,0,3
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,2,0,3,0,11,0,16,0,16
0.0,2009,0.0,0,0,11,0,20,1,31,1,32
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,11,0,20,1,31,1,32
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,0,0,3,0,6,0,9,0,9
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,1,0,9,0,10,0,10
0.0,2009,0.0,2,0,25,1,58,1,85,2,87
0.0,2010,0.0,0,0,1,0,0,0,1,0,1
0.0,2010,0.0,0,0,4,0,0,0,4,0,4
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,11,0,4,0,15,0,15
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,11,0,4,0,15,0,15
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,8,0,0,0,8,0,8
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,1,0,0,0,1,0,1
0.0,2010,0.0,3,0,16,0,1,0,20,0,20
0.0,2010,0.0,2,0,11,0,15,0,28,0,28
0.0,2010,0.0,0,0,2,0,0,0,2,0,2
0.0,2010,0.0,2,0,9,0,15,0,26,0,26
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,0,0,3,0,1,0,4,0,4
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,2,0,12,0,13,0,27,0,27
0.0,2010,0.0,7,0,67,0,36,0,110,0,110
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,2,0,6,0,0,0,8,0,8
0.0,2001,0.0,0,0,8,0,2,3,10,3,13
0.0,2001,0.0,0,0,6,0,0,1,6,1,7
0.0,2001,0.0,0,0,2,0,2,2,4,2,6
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,1,0,0,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,2,0,3,1,2,0,7,1,8
0.0,2001,0.0,5,0,18,1,4,3,27,4,31
0.0,2002,0.0,1,0,0,0,1,1,2,1,3
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,1,0,7,0,0,0,8,0,8
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,1,0,7,0,0,0,8,0,8
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,7,1,7,1,8
0.0,2002,0.0,0,0,3,0,17,0,20,0,20
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,3,0,17,0,20,0,20
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,5,0,5,0,10,0,10
0.0,2002,0.0,2,0,15,0,30,2,47,2,49
0.0,2003,0.0,0,0,0,1,0,0,0,1,1
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,3,0,3,0,3
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,3,0,3,0,3
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,1,0,1,0,1
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,1,0,7,0,5,0,13,0,13
0.0,2003,0.0,0,0,7,0,5,0,12,0,12
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,7,0,5,0,12,0,12
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,2,0,2,0,2
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,1,0,1,0,1
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,5,0,10,0,15,0,15
0.0,2003,0.0,1,0,19,1,27,0,47,1,48
0.0,2004,0.0,0,0,0,0,1,0,1,0,1
0.0,2004,0.0,1,0,1,0,1,0,3,0,3
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,1,0,1,0,2,0,2
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,1,0,1,0,2,0,2
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,30,2,50,0,80,2,82
0.0,2004,0.0,0,0,180,80,0,0,180,80,260
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,180,80,0,0,180,80,260
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,2,0,3,0,5,0,5
0.0,2004,0.0,0,0,8,2,0,0,8,2,10
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,2,0,3,0,5,0,5
0.0,2004,0.0,0,2,15,0,0,0,15,2,17
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,2,0,8,1,10,0,20,1,21
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,180,20,0,0,0,0,180,20,200
0.0,2004,0.0,183,22,248,85,69,0,500,107,607
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,3,0,3,0,3
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,4,0,4,0,4
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,4,0,4,0,4
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,3,0,32,0,35,0,35
0.0,2005,0.0,0,0,3,18,132,62,135,80,215
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,3,18,132,62,135,80,215
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,4,2,4,2,6
0.0,2005,0.0,0,0,2,0,5,5,7,5,12
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,2,0,46,0,48,0,48
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,10,18,226,69,236,87,323
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,2,0,2,0,2
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,2,0,2,0,2
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,1,0,1,0,1
0.0,2006,0.0,1,0,7,0,3,0,11,0,11
0.0,2006,0.0,0,0,11,0,5,0,16,0,16
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,11,0,5,0,16,0,16
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,19,0,31,3,50,3,53
0.0,2006,0.0,1,0,37,0,42,3,80,3,83
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,2,0,2,0,2,0,6,0,6
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,2,0,2,0,2,0,6,0,6
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,1,0,0,0,1,0,1
0.0,2007,0.0,0,0,13,0,15,0,28,0,28
0.0,2007,0.0,11,0,23,1,2,1,36,2,38
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,11,0,23,1,2,1,36,2,38
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,1,0,0,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,1,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,2,0,2,1,4,1,5
0.0,2007,0.0,14,0,42,1,21,2,77,3,80
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,0,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,0,0,1,0,1
0.0,2008,0.0,0,0,1,0,0,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,0,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,2,0,2,0,18,0,22,0,22
0.0,2008,0.0,2,0,2,0,21,0,25,0,25
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,2,0,2,0,21,0,25,0,25
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,1,0,2,0,2
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,1,0,2,0,2
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,1,0,1,0,4,0,6,0,6
0.0,2008,0.0,5,0,9,0,45,0,59,0,59
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,5,0,1,0,3,0,9,0,9
0.0,2009,0.0,3,0,6,0,0,0,9,0,9
0.0,2009,0.0,0,0,2,0,0,0,2,0,2
0.0,2009,0.0,3,0,4,0,0,0,7,0,7
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,8,0,7,0,4,0,19,0,19
0.0,2010,0.0,0,0,1,0,0,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,4,0,0,0,4,0,4
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,4,0,0,0,4,0,4
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,5,0,3,0,8,0,8
0.0,2010,0.0,5,0,19,0,25,5,49,5,54
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,5,0,19,0,25,5,49,5,54
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,2,0,2,0,2,3,6,3,9
0.0,2010,0.0,7,0,31,0,30,8,68,8,76
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,2,0,0,0,2,0,2
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,5,0,3,0,8,0,8
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,5,0,3,0,8,0,8
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,8,2,0,0,8,2,10
0.0,2001,0.0,0,0,16,2,3,0,19,2,21
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,1,0,1,0,1
0.0,2002,0.0,0,0,2,0,2,0,4,0,4
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,2,0,2,0,4,0,4
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,1,0,1,0,1
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,3,0,0,0,3,0,3
0.0,2002,0.0,0,0,5,0,4,0,9,0,9
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
