STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING_ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES,STATES_UTS,ATTEMPT_TO_COMMIT_MURDER,ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,CUSTODIAL_GANG_RAPE,CUSTODIAL_OTHER_RAPE,RAPE_OTHER_THAN_CUSTODIAL,RAPE_GANG_RAPE,RAPE_OTHERS,ATTEMPT_TO_COMMIT_RAPE,KIDNAPPING_ABDUCTION_TOTAL,KIDNAPPING_ABDUCTION_IN_ORDER_TO_MURDER,KIDNAPPING_FOR_RANSOM,KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,OTHER_KIDNAPPING,DACOITY_WITH_MURDER,OTHER_DACOITY,MAKING_PREPARATION_AND_ASSEMBLY_FOR_COMMITTING_DACOITY,CRIMINAL_TRESPASS_BURGLARY,CRIMINAL_TRESPASS_OR_BURGLARY,HOUSE_TRESPASS_HOUSE_BREAKING,OTHER_THEFTS,UNLAWFUL_ASSEMBLY,RIOTS_COMMUNAL,RIOTS_INDUSTRIAL,RIOTS_POLITICAL,RIOTS_CASTE_CONFLICT,RIOTS_SC_STS_VS_NON_SCS_STS,RIOTS_OTHER_CASTE_CONFLICT,RIOTS_AGRARIAN,RIOTS_STUDENTS,RIOTS_SECTARIAN,RIOTS_OTHERS,FORGERY,COUNTERFEITING,COUNTERFEIT_OFFENCES_RELATED_TO_COUNTERFEIT_COIN,COUNTERFEITING_GOVERNMENT_STAMP,COUNTERFEIT_CURRENCY_BANK_NOTES,COUNTERFEITING_CURRENCY_NOTES_BANK_NOTES,USING_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,POSSESSION_OF_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,MAKING_OR_POSSESSING_MATERIALS_FOR_FORGED_CURRENCY_BANK_NOTES,MAKING_OR_USING_DOCUMENTS_RESEMBLING_CURRENCY,GRIEVOUS_HURT,HURT,ACID_ATTACK,ATTEMPT_TO_ACID_ATTACK,SEXUAL_HARASSMENT,ASSAULT_OR_USE_OF_CRIMINAL_FORCE_TO_WOMEN_WITH_INTENT_TO_DISROBE,VOYEURISM,STALKING,OTHER_ASSAULT_ON_WOMEN,INSULT_TO_THE_MODESTY_OF_WOMEN,AT_OFFICE_PREMISES,OTHER_PLACES_RELATED_TO_WORK,IN_PUBLIC_TRANSPORT_SYSTEM,"PLACES_OTHER_THAN_231,_232_233",IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRY,DEATHS_DUE_TO_NEGLIGENT_DRIVING_ACT,DEATHS_DUE_TO_OTHER_CAUSES,OFFENCES_AGAINST_STATE,SEDITION,OTHER_OFFENCES_AGAINST_STATE,OFFENCES_PROMOTING_ENMITY_BETWEEN_DIFFERENT_GROUPS,PROMOTING_ENMITY_BETWEEN_DIFFERENT_GROUPS,"IMPUTATION,_ASSERTIONS_PREJUDICIAL_TO_NATIONAL_INTEGRATION",EXTORTION,DISCLOSURE_OF_IDENTITY_OF_VICTIMS,INCIDENCE_OF_RASH_DRIVING,HUMANTRAFFICKING,UNNATURAL_OFFENCE,TOTAL_COGNIZABLE_IPC_CRIMES,TOTAL_CRIMES,CRIME_YOY_CHANGE,CRIME_3YR_AVG,RISK_LABEL,RISK_CODE,DISTRICT_ENCODED,LAT,LON,VIOLENT_CRIME_INDEX,WOMEN_CRIME_INDEX,PROPERTY_CRIME_INDEX,IS_SPIKE,DISTRICT_NORM,DISTRICT_CENSUS,POPULATION,POP_MALE,POP_FEMALE,POP_URBAN,POP_RURAL,POP_SC,POP_ST,LITERATE,WORKERS_TOTAL,LITERACY_RATE,SEX_RATIO,URBANIZATION_RATE,SC_PERCENTAGE,ST_PERCENTAGE,WORKER_PARTICIPATION,VULNERABILITY_INDEX,MURDER_PER_LAKH,RAPE_PER_LAKH,KIDNAPPING_ABDUCTION_PER_LAKH,TOTAL_CRIMES_PER_LAKH,THEFT_PER_LAKH,BURGLARY_PER_LAKH,DOWRY_DEATHS_PER_LAKH,VIOLENT_CRIME_INDEX_PER_LAKH,WOMEN_CRIME_INDEX_PER_LAKH,PROPERTY_CRIME_INDEX_PER_LAKH
KARNATAKA,BIDAR,2012,38,39.0,0,11,0,11.0,30,24.0,6.0,1,2.0,32,102.0,173,68,105.0,168,9,72,1.0,17,759.0,10,40,2.0,99,0.0,9,2044,3658.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530.0,5.97,7339.0,LOW,0,5,17.9104,77.5199,112,160,424.0,0,BIDAR,BIDAR,1703300.0,870665.0,832635.0,0.0,0.0,399785.0,235822.0,1042673.0,702608.0,61.21,956.3,0.0,23.47,13.85,41.25,56.71,2.23,0.65,1.76,442.08,10.16,5.99,0.59,6.58,9.39,24.89
Karnataka,BIDAR,2013,40,47.0,7,18,0,18.0,34,31.0,3.0,3,2.0,30,107.0,171,75,96.0,207,4,53,3.0,15,941.0,7,82,9.0,112,0.0,13,2058,3963.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8149.0,8.22,7595.0,LOW,0,5,17.9104,77.5199,125,219,410.0,0,BIDAR,BIDAR,1703300.0,870665.0,832635.0,0.0,0.0,399785.0,235822.0,1042673.0,702608.0,61.21,956.3,0.0,23.47,13.85,41.25,56.71,2.35,1.06,2.0,478.42,10.04,6.28,0.41,7.34,12.86,24.07
KARNATAKA,BIJAPUR,2001,51,47.0,4,6,0,6.0,24,19.0,5.0,5,0.0,21,108.0,202,34,168.0,396,5,19,3.0,34,695.0,1,65,0.0,92,0.0,0,1163,2941.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6114.0,0.0,6114.0,LOW,0,6,16.8302,75.71,107,164,368.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.34,0.28,1.1,280.8,9.28,4.96,0.05,4.91,7.53,16.9
KARNATAKA,BIJAPUR,2002,62,53.0,2,3,0,3.0,30,24.0,6.0,12,0.0,22,138.0,117,32,85.0,326,4,23,0.0,27,645.0,5,71,0.0,90,0.0,0,1132,2762.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5674.0,-7.2,5894.0,LOW,0,6,16.8302,75.71,129,169,314.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.85,0.14,1.38,260.59,5.37,6.34,0.23,5.92,7.76,14.42
KARNATAKA,BIJAPUR,2003,55,33.0,2,9,0,9.0,18,11.0,7.0,5,0.0,15,108.0,115,40,75.0,226,1,22,2.0,13,634.0,4,68,0.0,83,0.0,0,2870,4283.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8708.0,53.47,6832.0,LOW,0,6,16.8302,75.71,102,164,286.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.53,0.41,0.83,399.94,5.28,4.96,0.18,4.68,7.53,13.14
KARNATAKA,BIJAPUR,2004,66,49.0,4,8,0,8.0,21,11.0,10.0,6,1.0,16,123.0,121,45,76.0,242,5,29,0.0,19,621.0,2,96,0.0,73,0.0,0,1607,3109.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.0,-26.87,6916.7,LOW,0,6,16.8302,75.71,117,179,323.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,3.03,0.37,0.96,292.47,5.56,5.65,0.09,5.37,8.22,14.83
KARNATAKA,BIJAPUR,2005,49,61.0,2,18,0,18.0,22,16.0,6.0,6,7.0,18,149.0,154,54,100.0,326,11,40,1.0,12,678.0,0,93,0.0,105,0.0,0,1263,3015.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6224.0,-2.26,7100.0,LOW,0,6,16.8302,75.71,113,216,408.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.25,0.83,1.01,285.85,7.07,6.84,0.0,5.19,9.92,18.74
KARNATAKA,BIJAPUR,2006,63,59.0,0,18,0,18.0,26,19.0,7.0,2,12.0,22,123.0,153,38,115.0,319,16,64,1.0,17,622.0,4,89,0.0,126,0.0,0,1426,3162.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6521.0,4.77,6371.0,LOW,0,6,16.8302,75.71,131,237,394.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.89,0.83,1.19,299.5,7.03,5.65,0.18,6.02,10.88,18.1
KARNATAKA,BIJAPUR,2007,49,28.0,1,17,0,17.0,30,13.0,17.0,2,10.0,31,129.0,155,45,110.0,298,6,72,3.0,23,690.0,2,80,0.0,145,0.0,0,1447,3218.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6638.0,1.79,6461.0,LOW,0,6,16.8302,75.71,129,244,407.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.25,0.78,1.38,304.87,7.12,5.92,0.09,5.92,11.21,18.69
KARNATAKA,BIJAPUR,2008,83,73.0,0,19,0,19.0,23,17.0,6.0,6,5.0,19,146.0,151,75,76.0,313,15,55,0.0,20,592.0,1,83,0.0,135,0.0,0,1386,3125.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6443.0,-2.94,6534.0,LOW,0,6,16.8302,75.71,150,238,442.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,3.81,0.87,1.06,295.91,6.94,6.71,0.05,6.89,10.93,20.3
KARNATAKA,BIJAPUR,2009,64,64.0,2,19,0,19.0,28,23.0,5.0,3,0.0,18,147.0,157,81,76.0,288,8,74,2.0,14,594.0,0,73,0.0,139,0.0,0,1596,3290.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6784.0,5.29,6621.7,LOW,0,6,16.8302,75.71,132,231,467.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.94,0.87,1.29,311.57,7.21,6.75,0.0,6.06,10.61,21.45
KARNATAKA,BIJAPUR,2010,59,49.0,1,13,0,13.0,43,27.0,16.0,4,2.0,23,126.0,135,71,64.0,294,16,100,2.0,3,551.0,5,58,0.0,160,0.0,0,1615,3259.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6709.0,-1.11,6645.3,LOW,0,6,16.8302,75.71,142,236,448.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,2.71,0.6,1.97,308.13,6.2,5.79,0.23,6.52,10.84,20.58
KARNATAKA,BIJAPUR,2011,66,58.0,0,7,0,7.0,43,21.0,22.0,4,3.0,24,120.0,140,76,64.0,294,8,97,1.0,0,627.0,8,66,0.0,116,1.0,0,1357,3040.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270.0,-6.54,6587.7,LOW,0,6,16.8302,75.71,144,197,441.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,3.03,0.32,1.97,287.97,6.43,5.51,0.37,6.61,9.05,20.25
KARNATAKA,BIJAPUR,2012,69,64.0,1,18,0,18.0,30,24.0,6.0,5,2.0,33,101.0,139,80,59.0,245,9,104,0.0,11,460.0,4,41,0.0,128,9.0,0,1310,2783.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753.0,-8.25,6244.0,LOW,0,6,16.8302,75.71,155,191,433.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,3.17,0.83,1.38,264.22,6.38,4.64,0.18,7.12,8.77,19.89
Karnataka,BIJAPUR,2013,66,45.0,3,28,0,28.0,37,21.0,16.0,6,4.0,27,118.0,145,84,61.0,205,4,54,0.0,11,383.0,2,94,0.0,92,0.0,0,1245,2569.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5348.0,-7.04,5790.3,LOW,0,6,16.8302,75.71,164,216,405.0,0,BIJAPUR,BIJAPUR,2177331.0,1111022.0,1066309.0,0.0,0.0,442773.0,39314.0,1248268.0,927722.0,57.33,959.8,0.0,20.34,1.81,42.61,53.71,3.03,1.29,1.7,245.62,6.66,5.42,0.09,7.53,9.92,18.6
KARNATAKA,CBPURA,2008,39,44.0,1,7,0,7.0,17,13.0,4.0,2,0.0,13,98.0,209,53,156.0,172,3,60,3.0,0,309.0,9,37,0.0,22,0.0,1,845,1891.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4015.0,0.0,4015.0,LOW,0,7,,,78,75,423.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA,CBPURA,2009,47,40.0,7,11,0,11.0,24,18.0,6.0,6,0.0,12,159.0,166,64,102.0,158,4,58,3.0,0,266.0,11,43,1.0,38,0.0,0,894,1948.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.0,2.04,4056.0,LOW,0,7,,,100,103,451.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA,CBPURA,2010,39,41.0,11,9,0,9.0,30,18.0,12.0,3,1.0,29,109.0,257,98,159.0,248,14,56,1.0,0,355.0,5,34,0.0,41,0.0,0,1050,2333.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4962.0,21.11,4358.0,LOW,0,7,,,110,89,534.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA,CBPURA,2011,52,41.0,11,16,0,16.0,23,16.0,7.0,5,2.0,31,114.0,385,96,289.0,229,4,81,1.0,0,485.0,7,55,0.0,92,0.0,0,977,2611.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5646.0,13.78,4901.7,LOW,0,7,,,127,170,680.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA,CBPURA,2012,51,44.0,7,12,0,12.0,25,20.0,5.0,3,1.0,32,140.0,312,83,229.0,280,4,62,1.0,0,441.0,12,56,3.0,36,0.0,7,1025,2554.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5457.0,-3.35,5355.0,LOW,0,7,,,123,116,601.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,CBPURA,2013,43,32.0,12,33,0,33.0,26,16.0,10.0,1,0.0,26,76.0,211,92,119.0,228,23,56,1.0,0,472.0,17,57,0.0,51,0.0,0,1007,2372.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5014.0,-8.12,5372.3,LOW,0,7,,,129,158,458.0,0,CBPURA,,,,,,,,,,,,,,,,,,,,,,,,,,,
